id,spkid,full_name,pdes,name,neo,pha,diameter,prefix,q,per,class,horizons,begin_time,end_time
a0330219,2330219,3302192006HB12,330219,,N,N,,,3.187336482647826,2102.290317790013,OMB,DES=+2330219,1998-07-24-10-15-30,2000-01-01-00-00-00
a0255516,2255516,2555162006BP260,255516,,N,N,,,3.167827527975476,2364.465234753599,OMB,DES=+2255516,1998-05-19-21-12-31,2000-01-01-00-00-00
bK13C57O,3626659,2013CO57,2013 CO57,,N,N,,,3.4871144031933903,2910.4992110723992,OMB,DES=+3626659,1998-01-03-09-00-18,2000-01-01-00-00-00
a0121834,2121834,1218342000BZ24,121834,,N,N,,,3.0971353691674,2147.066117850698,OMB,DES=+2121834,1998-07-13-05-36-12,2000-01-01-00-00-00
a0470471,2470471,4704712008AP79,470471,,N,N,,,3.327710534197732,2326.47254041043,OMB,DES=+2470471,1998-05-29-09-09-54,2000-01-01-00-00-00
bK12D90R,3605389,2012DR90,2012 DR90,,N,N,,,3.373470306372241,2908.3166905361268,OMB,DES=+3605389,1998-01-03-22-06-00,2000-01-01-00-00-00
bK10U12F,3556596,2010UF12,2010 UF12,,N,N,,,3.022516389242723,2100.5651825175682,OMB,DES=+3556596,1998-07-24-20-36-33,2000-01-01-00-00-00
bK16U44A,3762206,2016UA44,2016 UA44,,N,N,,,3.263396966212337,2315.749245070952,OMB,DES=+3762206,1998-06-01-01-30-17,2000-01-01-00-00-00
bK13HE9T,3644958,2013HT149,2013 HT149,,N,N,,,3.66014431709696,2905.165182440686,OMB,DES=+3644958,1998-01-04-17-00-33,2000-01-01-00-00-00
bK10JE2D,3593931,2010JD142,2010 JD142,,N,N,,,3.0084074140281007,2766.7612683631874,OMB,DES=+3593931,1998-02-08-07-25-57,2000-01-01-00-00-00
a0429922,2429922,4299222012TN218,429922,,N,N,,,3.0276611829669418,2114.469458199533,OMB,DES=+2429922,1998-07-21-09-11-00,2000-01-01-00-00-00
bK16G65H,3751488,2016GH65,2016 GH65,,N,N,,,3.075366371393003,2367.733536754826,OMB,DES=+3751488,1998-05-19-01-35-56,2000-01-01-00-00-00
bK16T93P,3761427,2016TP93,2016 TP93,,N,N,,,3.2913456397326546,7460.038050709122,CEN,DES=+3761427,1994-11-22-23-46-21,2000-01-01-00-00-00
a0380779,2380779,3807792005UF403,380779,,N,N,,,3.147664682656152,2874.0629338454078,OMB,DES=+2380779,1998-01-12-11-37-21,2000-01-01-00-00-00
bK14DE4D,3778391,2014DD144,2014 DD144,,N,N,,,3.282034439906214,2959.572136636948,OMB,DES=+3778391,1997-12-22-02-34-02,2000-01-01-00-00-00
bK10G93W,3593412,2010GW93,2010 GW93,,N,N,,,3.189666369762992,2165.696497166537,OMB,DES=+3593412,1998-07-08-13-49-16,2000-01-01-00-00-00
bK06BE9V,3488295,2006BV149,2006 BV149,,N,N,,,3.057188581327998,3184.569591932646,OMB,DES=+3488295,1997-10-26-20-34-57,2000-01-01-00-00-00
a0257374,2257374,2573742009QA13,257374,,N,N,,,3.4825122381976623,2559.0827460695136,OMB,DES=+2257374,1998-04-01-05-30-13,2000-01-01-00-00-00
a0373073,2373073,3730732011FE72,373073,,N,N,,,3.054356488852268,2110.647130777451,OMB,DES=+2373073,1998-07-22-08-07-02,2000-01-01-00-00-00
bK14SB9K,3692035,2014SK119,2014 SK119,,N,N,,,3.284165655944685,2854.074242626821,OMB,DES=+3692035,1998-01-17-11-33-17,2000-01-01-00-00-00
a0405808,2405808,4058082006BS57,405808,,N,N,,,3.03851953276815,2132.649926177351,OMB,DES=+2405808,1998-07-16-20-06-02,2000-01-01-00-00-00
bK11BG5C,3798069,2011BC165,2011 BC165,,N,N,,,3.0060266805365354,2122.807787161516,OMB,DES=+3798069,1998-07-19-07-09-12,2000-01-01-00-00-00
bK15P51E,3725346,2015PE51,2015 PE51,,N,N,,,3.0482484407229715,2964.8461808411603,OMB,DES=+3725346,1997-12-20-18-55-23,2000-01-01-00-00-00
bK10M94N,3536248,2010MN94,2010 MN94,,N,N,,,3.25778858605555,2736.364466025395,OMB,DES=+3536248,1998-02-15-21-48-48,2000-01-01-00-00-00
a0429951,2429951,4299512012UU112,429951,,N,N,,,3.0449286230782486,2313.436568017331,OMB,DES=+2429951,1998-06-01-15-22-51,2000-01-01-00-00-00
a0439195,2439195,4391952012BS9,439195,,N,N,,,3.046215283421879,2095.3839990736233,OMB,DES=+2439195,1998-07-26-03-41-46,2000-01-01-00-00-00
bK02T73G,3269506,2002TG73,2002 TG73,,N,N,,,3.053641616281058,2100.169610091362,OMB,DES=+3269506,1998-07-24-22-58-57,2000-01-01-00-00-00
bK14U26B,3778133,2014UB26,2014 UB26,,N,N,,,3.4960906253142965,2883.061812508885,OMB,DES=+3778133,1998-01-10-05-37-45,2000-01-01-00-00-00
bK16G75P,3750194,2016GP75,2016 GP75,,N,N,,,3.204067206494082,2170.552850828341,OMB,DES=+3750194,1998-07-07-08-40-59,2000-01-01-00-00-00
a0312820,2312820,3128202011SG31,312820,,N,N,,,3.2993116265893354,2834.775545431421,OMB,DES=+2312820,1998-01-22-07-20-49,2000-01-01-00-00-00
a0484629,2484629,4846292008SS166,484629,,N,N,,,3.011593870720213,2349.617367534656,OMB,DES=+2484629,1998-05-23-14-17-45,2000-01-01-00-00-00
bK13P11P,3645415,2013PP11,2013 PP11,,N,N,,,3.226382709759831,2847.955007939166,OMB,DES=+3645415,1998-01-19-00-16-12,2000-01-01-00-00-00
a0406459,2406459,4064592007TH437,406459,,N,N,,,3.1053581491991413,2848.0474713535555,OMB,DES=+2406459,1998-01-18-23-42-55,2000-01-01-00-00-00
bK13T91U,3650790,2013TU91,2013 TU91,,N,N,,,3.158394624429758,2321.439182565483,OMB,DES=+3650790,1998-05-30-15-21-54,2000-01-01-00-00-00
a0471502,2471502,4715022011YO17,471502,,N,N,,,3.3479044957298654,3036.7709937651007,OMB,DES=+2471502,1997-12-02-19-22-27,2000-01-01-00-00-00
a0150416,2150416,1504162000FU52,150416,,N,N,,,3.291883367999128,2819.1781705100957,OMB,DES=+2150416,1998-01-26-04-55-52,2000-01-01-00-00-00
bK11CC1O,3828048,2011CO121,2011 CO121,,N,N,,,3.1059271594307054,2127.524396744675,OMB,DES=+3828048,1998-07-18-02-51-14,2000-01-01-00-00-00
a0187648,2187648,1876482007DC24,187648,,N,N,,,3.052097878191552,2137.941443378284,OMB,DES=+2187648,1998-07-15-12-21-05,2000-01-01-00-00-00
bK14R02T,3689008,2014RT2,2014 RT2,,N,N,,,3.429588597165652,2899.455205504605,OMB,DES=+3689008,1998-01-06-03-16-08,2000-01-01-00-00-00
bK11B63N,3565773,2011BN63,2011 BN63,,N,N,,,3.73557339323461,2712.445731235922,OMB,DES=+3565773,1998-02-21-21-19-33,2000-01-01-00-00-00
bK16B81J,3743620,2016BJ81,2016 BJ81,,N,N,,,4.988117527876858,10965.45049801178,CEN,DES=+3743620,1992-06-29-15-17-55,2000-01-01-00-00-00
bK15DJ8B,3712456,2015DB198,2015 DB198,,N,N,,,4.751884308640216,8655.341267095097,CEN,DES=+3712456,1994-01-28-03-57-12,2000-01-01-00-00-00
bK15AA8O,3713019,2015AO108,2015 AO108,,N,N,,,3.204599915800716,2137.282500415812,OMB,DES=+3713019,1998-07-15-16-18-18,2000-01-01-00-00-00
a0518082,2518082,5180822016AB228,518082,,N,N,,,3.082798447247746,2233.7141922811647,OMB,DES=+2518082,1998-06-21-13-42-54,2000-01-01-00-00-00
bK06WH9Z,3364240,2006WZ179,2006 WZ179,,N,N,,,3.1497290421630115,2276.8122947396078,OMB,DES=+3364240,1998-06-10-19-07-35,2000-01-01-00-00-00
bK14HE3E,3778123,2014HE143,2014 HE143,,N,N,,,3.2552939529444136,2873.301930309206,OMB,DES=+3778123,1998-01-12-16-11-19,2000-01-01-00-00-00
bK16GG7T,3751930,2016GT167,2016 GT167,,N,N,,,3.0003495169442864,2123.914093682798,OMB,DES=+3751930,1998-07-19-00-30-56,2000-01-01-00-00-00
a0306419,2306419,3064191998MS6,306419,,N,N,,,3.0764811282904136,2096.6339524667583,OMB,DES=+2306419,1998-07-25-20-11-47,2000-01-01-00-00-00
a0294124,2294124,2941242007TR266,294124,,N,N,,,3.010742429324895,2094.22204077684,OMB,DES=+2294124,1998-07-26-10-40-04,2000-01-01-00-00-00
a0271908,2271908,2719082004XA8,271908,,N,N,,,3.063648588162513,2093.461985428178,OMB,DES=+2271908,1998-07-26-15-13-42,2000-01-01-00-00-00
a0219555,2219555,2195552001RA125,219555,,N,N,,,3.163848564762721,2891.2000304505214,OMB,DES=+2219555,1998-01-08-04-48-00,2000-01-01-00-00-00
bK10M25T,3534192,2010MT25,2010 MT25,,N,N,,,3.2689527345278915,2712.104400132847,OMB,DES=+3534192,1998-02-21-23-22-25,2000-01-01-00-00-00
a0339153,2339153,3391532004TT28,339153,,N,N,,,3.02954977378735,2907.690777894436,OMB,DES=+2339153,1998-01-04-01-51-20,2000-01-01-00-00-00
a0453239,2453239,4532392008RB31,453239,,N,N,,,3.022895356014953,2114.805342187063,OMB,DES=+2453239,1998-07-21-07-10-05,2000-01-01-00-00-00
bK10AB7A,3592409,2010AA117,2010 AA117,,N,N,,,3.149690652134282,2095.264436916961,OMB,DES=+3592409,1998-07-26-04-24-49,2000-01-01-00-00-00
a0432278,2432278,4322782009SW145,432278,,N,N,,,3.168762805119797,2894.875493073074,OMB,DES=+2432278,1998-01-07-06-44-50,2000-01-01-00-00-00
a0102642,2102642,1026421999VY42,102642,,N,N,,,3.014914043472986,2143.849734424483,OMB,DES=+2102642,1998-07-14-00-54-06,2000-01-01-00-00-00
a0038981,2038981,389812000UW3,38981,,N,N,,,3.1705730711501863,2122.90928656914,OMB,DES=+2038981,1998-07-19-06-32-40,2000-01-01-00-00-00
a0293525,2293525,2935252007GG53,293525,,N,N,,,3.043858557173109,2121.677910080411,OMB,DES=+2293525,1998-07-19-13-55-58,2000-01-01-00-00-00
a0154629,2154629,1546292003UM263,154629,,N,N,,,3.3179194023353653,2869.1879822553083,OMB,DES=+2154629,1998-01-13-16-52-20,2000-01-01-00-00-00
bK13F03O,3633844,2013FO3,2013 FO3,,N,N,,,3.140247639041569,2105.8369203048887,OMB,DES=+3633844,1998-07-23-12-58-43,2000-01-01-00-00-00
bK08UA8A,3804586,2008UA108,2008 UA108,,N,N,,,3.064729075137198,2105.827933109811,OMB,DES=+3804586,1998-07-23-13-01-57,2000-01-01-00-00-00
bK17X23Z,3792384,2017XZ23,2017 XZ23,,N,N,,,3.076242879396105,2100.038884702658,OMB,DES=+3792384,1998-07-24-23-46-01,2000-01-01-00-00-00
bK14EH1V,3794474,2014EV171,2014 EV171,,N,N,,,3.105599249030439,2116.373688424424,OMB,DES=+3794474,1998-07-20-21-45-29,2000-01-01-00-00-00
bK07TA5H,3389532,2007TH105,2007 TH105,,N,N,,,3.190928772791631,2305.4480706076542,OMB,DES=+3389532,1998-06-03-15-18-42,2000-01-01-00-00-00
