id,spkid,full_name,pdes,name,neo,pha,diameter,prefix,q,per,class,horizons,begin_time,end_time
a0034476,2034476,344762000SX118,34476,,N,N,10.388,,2.681534111010691,1952.6494710300547,MBA,DES=+2034476,1998-08-30-20-06-12,2000-01-01-00-00-00
a0034480,2034480,344802000SW121,34480,,N,N,14.103,,2.714026287106957,2035.6550132318189,MBA,DES=+2034480,1998-08-10-02-04-12,2000-01-01-00-00-00
a0034499,2034499,344992000SL150,34499,,N,N,10.94,,2.666623998895691,1944.374577125809,MBA,DES=+2034499,1998-09-01-21-45-10,2000-01-01-00-00-00
a0034532,2034532,345322000SO213,34532,,N,N,16.254,,2.468159950520623,2025.918127272348,MBA,DES=+2034532,1998-08-12-12-29-29,2000-01-01-00-00-00
a0034540,2034540,345402000SW225,34540,,N,N,12.592,,3.069143570232368,2089.950435713236,MBA,DES=+2034540,1998-07-27-12-17-51,2000-01-01-00-00-00
a0034550,2034550,345502000SU238,34550,,N,N,10.64,,2.620415571729251,1972.2392830102767,MBA,DES=+2034550,1998-08-25-22-33-52,2000-01-01-00-00-00
a0034562,2034562,345622000SW287,34562,,N,N,15.424000000000001,,2.602019296815858,1960.041029742662,MBA,DES=+2034562,1998-08-28-23-45-14,2000-01-01-00-00-00
a0034581,2034581,345812000SC348,34581,,N,N,10.69,,3.0304462663005185,2271.445886047943,OMB,DES=+2034581,1998-06-12-03-19-29,2000-01-01-00-00-00
a0034603,2034603,346032000TS60,34603,,N,N,11.287,,2.600878377298187,2023.644769961712,MBA,DES=+2034603,1998-08-13-02-07-53,2000-01-01-00-00-00
a0034631,2034631,346312000UY107,34631,,N,N,14.777000000000001,,2.5654711989003216,2023.508151569339,MBA,DES=+2034631,1998-08-13-02-57-04,2000-01-01-00-00-00
a0034635,2034635,346352000VH29,34635,,N,N,11.825999999999999,,2.882769162309517,2061.452730802228,MBA,DES=+2034635,1998-08-03-15-17-02,2000-01-01-00-00-00
a0034638,2034638,346382000VV54,34638,,N,N,11.055,,2.2741256261805707,1956.599778684011,MBA,DES=+2034638,1998-08-29-20-24-05,2000-01-01-00-00-00
a0034667,2034667,346672000XJ19,34667,,N,N,10.682,,2.577197748506892,2053.428291404809,MBA,DES=+2034667,1998-08-05-15-25-49,2000-01-01-00-00-00
a0034668,2034668,346682000XW39,34668,,N,N,18.633,,2.8952635512932368,2072.2276512945778,MBA,DES=+2034668,1998-07-31-22-38-03,2000-01-01-00-00-00
a0034669,2034669,346692000YO5,34669,,N,N,16.16,,2.15604554227678,1942.41450247994,MBA,DES=+2034669,1998-09-02-09-30-47,2000-01-01-00-00-00
a0034670,2034670,346702000YL11,34670,,N,N,10.211,,3.0289316754540514,2123.13743984009,OMB,DES=+2034670,1998-07-19-05-10-32,2000-01-01-00-00-00
a0034674,2034674,346742000YE78,34674,,N,N,16.362000000000002,,2.424858021496678,2011.05358160996,MBA,DES=+2034674,1998-08-16-05-40-43,2000-01-01-00-00-00
a0034691,2034691,346912001KV58,34691,,N,N,11.665,,2.769108187736317,1999.2650540785864,MBA,DES=+2034691,1998-08-19-04-24-35,2000-01-01-00-00-00
a0034712,2034712,347122001ON103,34712,,N,N,10.692,,2.647687860165227,1952.6868548315977,MBA,DES=+2034712,1998-08-30-19-52-44,2000-01-01-00-00-00
a0034719,2034719,347192001PW47,34719,,N,N,12.469000000000001,,2.948615028075172,2098.693368264013,OMB,DES=+2034719,1998-07-25-07-50-24,2000-01-01-00-00-00
a0034726,2034726,347262001QA25,34726,,N,N,18.144000000000002,,2.864114781482995,2083.15678754272,MBA,DES=+2034726,1998-07-29-05-03-34,2000-01-01-00-00-00
a0034747,2034747,347472001QC92,34747,,N,N,12.689,,2.7225528106522323,2088.055901942923,MBA,DES=+2034747,1998-07-27-23-39-53,2000-01-01-00-00-00
a0034748,2034748,347482001QN93,34748,,N,N,12.077,,3.1101737368412183,2060.725121662565,MBA,DES=+2034748,1998-08-03-19-38-58,2000-01-01-00-00-00
a0034750,2034750,347502001QB97,34750,,N,N,10.633,,3.011984986822037,2256.228571437685,OMB,DES=+2034750,1998-06-15-22-37-43,2000-01-01-00-00-00
a0034757,2034757,347572001QX139,34757,,N,N,12.85,,2.171398429483844,1592.317974610767,MBA,DES=+2034757,1998-11-28-22-05-32,2000-01-01-00-00-00
a0034774,2034774,347742001QX261,34774,,N,N,13.437000000000001,,2.975636754886352,2042.767178059972,MBA,DES=+2034774,1998-08-08-07-23-49,2000-01-01-00-00-00
a0034777,2034777,347772001RH,34777,,N,N,15.636,,1.705211229289569,1775.030364834912,MBA,DES=+2034777,1998-10-14-05-49-05,2000-01-01-00-00-00
a0034781,2034781,347812001RK63,34781,,N,N,12.31,,2.895561671300875,2064.6749754607213,MBA,DES=+2034781,1998-08-02-19-57-01,2000-01-01-00-00-00
a0034793,2034793,347932001SO12,34793,,N,N,10.368,,2.609368458775551,1971.2483979547546,MBA,DES=+2034793,1998-08-26-04-30-35,2000-01-01-00-00-00
a0034803,2034803,348032001SW63,34803,,N,N,10.955,,2.612603476019551,2097.3619099906327,OMB,DES=+2034803,1998-07-25-15-49-43,2000-01-01-00-00-00
a0034834,2034834,348342001SF243,34834,,N,N,10.252,,3.2741110458268667,2290.982552231737,OMB,DES=+2034834,1998-06-07-06-06-17,2000-01-01-00-00-00
a0034845,2034845,348452001SN278,34845,,N,N,10.927,,2.8382628671314665,2124.356208940108,OMB,DES=+2034845,1998-07-18-21-51-46,2000-01-01-00-00-00
a0034848,2034848,348482001SC288,34848,,N,N,12.168,,3.099978032061149,2133.958351974686,OMB,DES=+2034848,1998-07-16-12-15-00,2000-01-01-00-00-00
a0034850,2034850,348502001TL8,34850,,N,N,12.770999999999999,,2.8973348602462585,2256.137679657126,OMB,DES=+2034850,1998-06-15-23-10-27,2000-01-01-00-00-00
a0034865,2034865,348652001TH116,34865,,N,N,11.74,,2.853628944497984,2111.165742183201,OMB,DES=+2034865,1998-07-22-05-00-20,2000-01-01-00-00-00
a0034867,2034867,348672001TB121,34867,,N,N,10.82,,2.312590653392002,1601.2389667142886,MBA,DES=+2034867,1998-11-26-16-33-59,2000-01-01-00-00-00
a0034978,2034978,349781901T3,34978,,N,N,10.311,,3.075916183068949,2066.796325049937,MBA,DES=+2034978,1998-08-02-07-13-20,2000-01-01-00-00-00
a0034984,2034984,349843163T3,34984,,N,N,10.652999999999999,,2.9999763912179103,2115.165402469808,OMB,DES=+2034984,1998-07-21-05-00-28,2000-01-01-00-00-00
a0035016,2035016,350161981EC7,35016,,N,N,11.774000000000001,,3.484302121000787,2871.056174378034,OMB,DES=+2035016,1998-01-13-05-39-47,2000-01-01-00-00-00
a0035076,2035076,35076Yataro1990BA1,35076,Yataro,N,N,11.052999999999999,,2.55498699818452,1578.0376762903534,MBA,DES=+2035076,1998-12-02-11-46-27,2000-01-01-00-00-00
a0035098,2035098,350981991GB7,35098,,N,N,10.550999999999998,,2.921565282923302,2093.339703829097,OMB,DES=+2035098,1998-07-26-15-57-43,2000-01-01-00-00-00
a0035165,2035165,35165Quebec1993QF1,35165,Quebec,N,N,11.205,,3.077400674522288,2044.5472102425988,MBA,DES=+2035165,1998-08-07-20-43-01,2000-01-01-00-00-00
a0035183,2035183,351831993UY2,35183,,N,N,16.636,,2.5975682667642768,2055.2812146859633,MBA,DES=+2035183,1998-08-05-04-18-46,2000-01-01-00-00-00
a0035310,2035310,353101997AX1,35310,,N,N,14.975999999999999,,2.605753739568513,1785.202289522872,MBA,DES=+2035310,1998-10-11-16-47-11,2000-01-01-00-00-00
a0035314,2035314,353141997AW8,35314,,N,N,11.917,,2.721623211894749,2035.878949666824,MBA,DES=+2035314,1998-08-10-00-43-35,2000-01-01-00-00-00
a0035324,2035324,35324Orlandi1997ET7,35324,Orlandi,N,N,12.331,,2.358986142002145,2030.560013103541,MBA,DES=+2035324,1998-08-11-08-38-24,2000-01-01-00-00-00
a0035335,2035335,353351997FU1,35335,,N,N,10.603,,2.898021893004862,2103.725145724996,OMB,DES=+2035335,1998-07-24-01-38-57,2000-01-01-00-00-00
a0035336,2035336,353361997FO2,35336,,N,N,15.582,,2.853299815829045,2004.2885761470402,MBA,DES=+2035336,1998-08-17-22-16-07,2000-01-01-00-00-00
a0035344,2035344,353441997HX6,35344,,N,N,11.713,,2.506761414677425,1886.915994029335,MBA,DES=+2035344,1998-09-16-06-30-15,2000-01-01-00-00-00
a0035369,2035369,353691997UJ11,35369,,N,N,12.314,,1.8713753796899009,1297.824653680937,MBA,DES=+2035369,1999-02-10-13-03-07,2000-01-01-00-00-00
a0035436,2035436,354361998BU15,35436,,N,N,11.107999999999999,,2.474546245897002,1709.520589720597,MBA,DES=+2035436,1998-10-30-14-52-36,2000-01-01-00-00-00
