id,spkid,full_name,pdes,name,neo,pha,diameter,prefix,q,per,class
dK02J070,1001799,C/2002J7SOHO,2002 J7,SOHO,,,,C,0.0055,,PAR
dK02J080,1001800,C/2002J8SOHO,2002 J8,SOHO,,,,C,0.0078,,PAR
dK02K010,1000391,C/2002K1NEAT,2002 K1,NEAT,,,,C,3.230243151764767,334527190.52124935,COM
dK02K020,1000392,C/2002K2LINEAR,2002 K2,LINEAR,,,,C,5.235064040192426,7703409.640561652,COM
dK02K030,1001801,C/2002K3SOHO,2002 K3,SOHO,,,,C,0.0053,,PAR
dK02K040,1000395,C/2002K4NEAT,2002 K4,NEAT,,,,C,2.7645148568139906,26803.10519605453,HTC
dK02K050,1001802,C/2002K5SOHO,2002 K5,SOHO,,,,C,0.005,,PAR
dK02K060,1001803,C/2002K6SOHO,2002 K6,SOHO,,,,C,0.0079,,PAR
dK02K070,1001804,C/2002K7SOHO,2002 K7,SOHO,,,,C,0.005,,PAR
dK02K080,1001805,C/2002K8SOHO,2002 K8,SOHO,,,,C,0.005,,PAR
dK02K090,1001806,C/2002K9SOHO,2002 K9,SOHO,,,,C,0.0056,,PAR
dK02K100,1001807,C/2002K10SOHO,2002 K10,SOHO,,,,C,0.0053,,PAR
dK02K110,1001808,C/2002K11SOHO,2002 K11,SOHO,,,,C,0.005,,PAR
dK02L010,1001809,C/2002L1SOHO,2002 L1,SOHO,,,,C,0.005,,PAR
dK02L020,1001810,C/2002L2SOHO,2002 L2,SOHO,,,,C,0.005,,PAR
dK02L030,1001811,C/2002L3SOHO,2002 L3,SOHO,,,,C,0.0072,,PAR
dK02L040,1001812,C/2002L4SOHO,2002 L4,SOHO,,,,C,0.0048,,PAR
dK02L050,1001813,C/2002L5SOHO,2002 L5,SOHO,,,,C,0.006,,PAR
dK02L060,1001814,C/2002L6SOHO,2002 L6,SOHO,,,,C,0.0059,,PAR
dK02L070,1001815,C/2002L7SOHO,2002 L7,SOHO,,,,C,0.0051,,PAR
dK02L080,1001816,C/2002L8SOHO,2002 L8,SOHO,,,,C,0.0051,,PAR
dK02L090,1000396,C/2002L9NEAT,2002 L9,NEAT,,,,C,7.033008359197397,108660450.80455141,COM
dK02M010,1001817,C/2002M1SOHO,2002 M1,SOHO,,,,C,0.0052,,PAR
dK02M020,1001818,C/2002M2SOHO,2002 M2,SOHO,,,,C,0.0075,,PAR
dK02M030,1001819,C/2002M3SOHO,2002 M3,SOHO,,,,C,0.0065,,PAR
dK02M040,1001820,C/2002M4SOHO,2002 M4,SOHO,,,,C,0.0064,,PAR
dK02M050,1001821,C/2002M5SOHO,2002 M5,SOHO,,,,C,0.0051,,PAR
dK02M060,1001822,C/2002M6SOHO,2002 M6,SOHO,,,,C,0.0049,,PAR
dK02M070,1001823,C/2002M7SOHO,2002 M7,SOHO,,,,C,0.0049,,PAR
dK02M080,1001824,C/2002M8SOHO,2002 M8,SOHO,,,,C,0.0057,,PAR
dK02N010,1001825,C/2002N1SOHO,2002 N1,SOHO,,,,C,0.0053,,PAR
dK02N020,1001826,C/2002N2SOHO,2002 N2,SOHO,,,,C,0.049,,PAR
dK02O010,1001827,C/2002O1SOHO,2002 O1,SOHO,,,,C,0.0052,,PAR
dK02O020,1001828,C/2002O2SOHO,2002 O2,SOHO,,,,C,0.0049,,PAR
dK02O030,1001829,C/2002O3SOHO,2002 O3,SOHO,,,,C,0.0048,,PAR
dK02O040,1000398,C/2002O4Hoenig,2002 O4,Hoenig,,,,C,0.7762015321227367,,HYP
dK02O060,1000399,C/2002O6SWAN,2002 O6,SWAN,,,,C,0.4946478190929703,2385006.804682798,COM
dK02O070,1000401,C/2002O7LINEAR,2002 O7,LINEAR,,,,C,0.9033222185169576,,HYP
dK02P010,1000404,C/2002P1NEAT,2002 P1,NEAT,,,,C,6.53022165194341,3075356.0967144286,JFc
dK02P020,1001830,P/2002P2SOHO,2002 P2,SOHO,,,,P,0.0049,,PAR
dK02P030,1001831,C/2002P3SOHO,2002 P3,SOHO,,,,C,0.0359,,PAR
dK02Q020,1000407,C/2002Q2LINEAR,2002 Q2,LINEAR,,,,C,1.302854254061192,153104.9311246921,COM
dK02Q030,1000408,C/2002Q3LINEAR,2002 Q3,LINEAR,,,,C,1.306216,,PAR
dK02Q03a,1000410,C/2002Q3ALINEAR,2002 Q3-A,LINEAR,,,,C,1.305832397876333,3666437.1991366968,COM
dK02Q050,1000409,C/2002Q5LINEAR,2002 Q5,LINEAR,,,,C,1.242966493499847,,HYP
dK02Q060,1001832,C/2002Q6SOHO,2002 Q6,SOHO,,,,C,0.0103,,PAR
dK02Q070,1001833,C/2002Q7SOHO,2002 Q7,SOHO,,,,C,0.0049,,PAR
dK02Q080,1001834,C/2002Q8SOHO,2002 Q8,SOHO,,,,C,0.0479,,PAR
dK02Q090,1001835,C/2002Q9SOHO,2002 Q9,SOHO,,,,C,0.0304,,PAR
dK02Q100,1001836,C/2002Q10SOHO,2002 Q10,SOHO,,,,C,0.0484,,PAR
dK02Q110,1001837,C/2002Q11SOHO,2002 Q11,SOHO,,,,C,0.0052,,PAR
dK02Q120,1001838,C/2002Q12SOHO,2002 Q12,SOHO,,,,C,0.005,,PAR
dK02Q130,1001839,C/2002Q13SOHO,2002 Q13,SOHO,,,,C,0.0054,,PAR
dK02Q140,1001840,C/2002Q14SOHO,2002 Q14,SOHO,,,,C,0.0077,,PAR
dK02R010,1001841,C/2002R1SOHO,2002 R1,SOHO,,,,C,0.0492,,PAR
dK02R030,1000411,C/2002R3LONEOS,2002 R3,LONEOS,,,,C,3.869486965717282,,HYP
dK02R040,1001842,C/2002R4SOHO,2002 R4,SOHO,,,,C,0.052,,PAR
dK02R050,1001843,C/2002R5SOHO,2002 R5,SOHO,Y,,,C,0.04740160133684535,2106.674800031063,JFC
dK02R060,1001844,C/2002R6SOHO,2002 R6,SOHO,,,,C,0.0051,,PAR
dK02R070,1001845,C/2002R7SOHO,2002 R7,SOHO,,,,C,0.0052,,PAR
dK02R080,1001846,C/2002R8SOHO,2002 R8,SOHO,,,,C,0.0343,,PAR
dK02S020,1001847,C/2002S2SOHO,2002 S2,SOHO,,,,C,0.0053,,PAR
dK02S030,1001848,C/2002S3SOHO,2002 S3,SOHO,,,,C,0.0062,,PAR
dK02S040,1001849,C/2002S4SOHO,2002 S4,SOHO,,,,C,0.0484,,PAR
dK02S050,1001850,C/2002S5SOHO,2002 S5,SOHO,,,,C,0.0467,,PAR
dK02S060,1001851,C/2002S6SOHO,2002 S6,SOHO,,,,C,0.005,,PAR
dK02S070,1001852,P/2002S7SOHO,2002 S7,SOHO,Y,,,P,0.04879857033150645,2113.978904279452,JFC
dK02S080,1001853,C/2002S8SOHO,2002 S8,SOHO,,,,C,0.0053,,PAR
dK02S090,1001854,C/2002S9SOHO,2002 S9,SOHO,,,,C,0.0049,,PAR
dK02S100,1001855,C/2002S10SOHO,2002 S10,SOHO,,,,C,0.0052,,PAR
dK02S110,1001856,C/2002S11SOHO,2002 S11,SOHO,,,,C,0.0482,,PAR
dK02T020,1001857,C/2002T2SOHO,2002 T2,SOHO,,,,C,0.0369,,PAR
dK02T030,1001858,C/2002T3SOHO,2002 T3,SOHO,,,,C,0.0077,,PAR
dK02T050,1000415,P/2002T5LINEAR,2002 T5,LINEAR,,,,P,3.934147246854932,6748.32162987112,JFc
dK02T060,1000417,P/2002T6NEATLINEAR,2002 T6,NEAT-LINEAR,,,,P,3.3870974480079137,7731.147946564526,JFc
dK02T070,1000418,C/2002T7LINEAR,2002 T7,LINEAR,,,,C,0.6145453266717733,,HYP
dK02U010,1001859,C/2002U1SOHO,2002 U1,SOHO,,,,C,0.0059,,PAR
dK02U020,1000416,C/2002U2LINEAR,2002 U2,LINEAR,,,,C,1.208631234876306,,HYP
dK02U030,1001860,C/2002U3SOHO,2002 U3,SOHO,,,,C,0.0053,,PAR
dK02U040,1001861,C/2002U4SOHO,2002 U4,SOHO,,,,C,0.0051,,PAR
dK02U050,1001862,C/2002U5SOHO,2002 U5,SOHO,,,,C,0.005,,PAR
dK02U060,1001863,C/2002U6SOHO,2002 U6,SOHO,,,,C,0.0359,,PAR
dK02U070,1001864,C/2002U7SOHO,2002 U7,SOHO,,,,C,0.0051,,PAR
dK02U080,1001865,C/2002U8SOHO,2002 U8,SOHO,,,,C,0.0051,,PAR
dK02U090,1001866,C/2002U9SOHO,2002 U9,SOHO,,,,C,0.005,,PAR
dK02V010,1000419,C/2002V1NEAT,2002 V1,NEAT,,,,C,0.0992580546741108,11735926.41914611,COM
dK02V020,1000420,C/2002V2LINEAR,2002 V2,LINEAR,,,,C,6.812028638089178,129577724.91732559,COM
dK02V030,1001867,C/2002V3SOHO,2002 V3,SOHO,,,,C,0.0051,,PAR
dK02V040,1001868,C/2002V4SOHO,2002 V4,SOHO,,,,C,0.0357,,PAR
dK02V050,1001869,C/2002V5SOHO,2002 V5,SOHO,,,,C,0.0506,,PAR
dK02V060,1001870,C/2002V6SOHO,2002 V6,SOHO,,,,C,0.0077,,PAR
dK02V070,1001871,C/2002V7SOHO,2002 V7,SOHO,,,,C,0.0052,,PAR
dK02V94Q,1000450,C/2002VQ94LINEAR,2002 VQ94,LINEAR,,,,C,6.796765577293417,1045568.86525922,COM
dK02W010,1001872,C/2002W1SOHO,2002 W1,SOHO,,,,C,0.0069,,PAR
dK02W020,1001873,C/2002W2SOHO,2002 W2,SOHO,,,,C,0.0072,,PAR
dK02W030,1001874,C/2002W3SOHO,2002 W3,SOHO,,,,C,0.0051,,PAR
dK02W040,1001875,C/2002W4SOHO,2002 W4,SOHO,,,,C,0.0051,,PAR
dK02W050,1001876,C/2002W5SOHO,2002 W5,SOHO,,,,C,0.0049,,PAR
dK02W060,1001877,C/2002W6SOHO,2002 W6,SOHO,,,,C,0.0051,,PAR
dK02W070,1001878,C/2002W7SOHO,2002 W7,SOHO,,,,C,0.0076,,PAR
dK02W080,1001879,C/2002W8SOHO,2002 W8,SOHO,,,,C,0.0073,,PAR
dK02W090,1001880,C/2002W9SOHO,2002 W9,SOHO,,,,C,0.0051,,PAR
dK02W100,1001881,C/2002W10SOHO,2002 W10,SOHO,,,,C,0.0055,,PAR
dK02W110,1001882,C/2002W11SOHO,2002 W11,SOHO,,,,C,0.0053,,PAR
dK02W120,1001883,C/2002W12SOHO,2002 W12,SOHO,,,,C,0.0049,,PAR
dK02W130,1001884,C/2002W13SOHO,2002 W13,SOHO,,,,C,0.005,,PAR
dK02W140,1001885,C/2002W14SOHO,2002 W14,SOHO,,,,C,0.005,,PAR
dK02W150,1001886,C/2002W15SOHO,2002 W15,SOHO,,,,C,0.007,,PAR
dK02W160,1001887,C/2002W16SOHO,2002 W16,SOHO,,,,C,0.0085,,PAR
dK02W170,1001888,C/2002W17SOHO,2002 W17,SOHO,,,,C,0.0056,,PAR
dK02X010,1000421,C/2002X1LINEAR,2002 X1,LINEAR,,,,C,2.486700063210715,18634450.80677268,COM
dK02X030,1001889,C/2002X3SOHO,2002 X3,SOHO,,,,C,0.0052,,PAR
dK02X040,1001890,C/2002X4SOHO,2002 X4,SOHO,,,,C,0.0052,,PAR
dK02X050,1000423,C/2002X5KudoFujikawa,2002 X5,Kudo-Fujikawa,,,,C,0.1899351369367441,15348227.41324288,COM
dK02X060,1001891,C/2002X6SOHO,2002 X6,SOHO,,,,C,0.0346,,PAR
dK02X070,1001892,C/2002X7SOHO,2002 X7,SOHO,,,,C,0.0052,,PAR
dK02X080,1001893,C/2002X8SOHO,2002 X8,SOHO,,,,C,0.0049,,PAR
dK02X090,1001894,C/2002X9SOHO,2002 X9,SOHO,,,,C,0.0082,,PAR
dK02X100,1001895,C/2002X10SOHO,2002 X10,SOHO,,,,C,0.005,,PAR
dK02X110,1001896,C/2002X11SOHO,2002 X11,SOHO,,,,C,0.005,,PAR
dK02X120,1001897,C/2002X12SOHO,2002 X12,SOHO,,,,C,0.0051,,PAR
dK02X130,1001898,C/2002X13SOHO,2002 X13,SOHO,,,,C,0.005,,PAR
dK02X140,1001899,C/2002X14SOHO,2002 X14,SOHO,,,,C,0.0042,,PAR
dK02X150,1001900,C/2002X15SOHO,2002 X15,SOHO,,,,C,0.0048,,PAR
dK02X160,1001901,C/2002X16SOHO,2002 X16,SOHO,,,,C,0.0051,,PAR
dK02Y010,1000424,C/2002Y1JuelsHolvorcem,2002 Y1,Juels-Holvorcem,,,,C,0.7138095951860687,1448974.5397124782,COM
dK02Y020,1001902,C/2002Y2SOHO,2002 Y2,SOHO,,,,C,0.04,,PAR
dK02Y030,1001903,C/2002Y3SOHO,2002 Y3,SOHO,,,,C,0.0049,,PAR
dK02Y040,1001904,C/2002Y4SOHO,2002 Y4,SOHO,,,,C,0.0055,,PAR
dK03A020,1000426,C/2003A2Gleason,2003 A2,Gleason,,,,C,11.4273127130686,,HYP
dK03A030,1001905,C/2003A3SOHO,2003 A3,SOHO,,,,C,0.0055,,PAR
dK03A040,1001906,C/2003A4SOHO,2003 A4,SOHO,,,,C,0.0071,,PAR
dK03A050,1001907,C/2003A5SOHO,2003 A5,SOHO,,,,C,0.0048,,PAR
dK03B010,1001908,C/2003B1SOHO,2003 B1,SOHO,,,,C,0.0355,,PAR
dK03B020,1001909,C/2003B2SOHO,2003 B2,SOHO,,,,C,0.0049,,PAR
dK03B030,1002530,C/2003B3SOHO,2003 B3,SOHO,,,,C,0.0051,,PAR
dK03C010,1001910,C/2003C1SOHO,2003 C1,SOHO,,,,C,0.0049,,PAR
dK03C020,1001911,C/2003C2SOHO,2003 C2,SOHO,,,,C,0.0047,,PAR
dK03C030,1001912,C/2003C3SOHO,2003 C3,SOHO,,,,C,0.005,,PAR
dK03C040,1001913,C/2003C4SOHO,2003 C4,SOHO,,,,C,0.0051,,PAR
dK03C050,1001914,C/2003C5SOHO,2003 C5,SOHO,,,,C,0.0049,,PAR
dK03C060,1002531,C/2003C6SOHO,2003 C6,SOHO,,,,C,0.0051,,PAR
dK03D010,1001915,C/2003D1SOHO,2003 D1,SOHO,,,,C,0.0052,,PAR
dK03E010,1000428,C/2003E1NEAT,2003 E1,NEAT,,,,C,3.244957168021497,18573.17077667766,JFc
dK03E020,1001916,C/2003E2SOHO,2003 E2,SOHO,,,,C,0.0049,,PAR
dK03E030,1001917,C/2003E3SOHO,2003 E3,SOHO,,,,C,0.0051,,PAR
dK03E040,1001918,C/2003E4SOHO,2003 E4,SOHO,,,,C,0.005,,PAR
dK03F010,1000429,C/2003F1LINEAR,2003 F1,LINEAR,,,,C,4.007800269639014,34306.50243450015,HTC
dK03F020,1000430,P/2003F2NEAT,2003 F2,NEAT,,,,P,2.977196145616375,6058.545462533325,JFc
dK03F030,1001919,C/2003F3SOHO,2003 F3,SOHO,,,,C,0.0049,,PAR
dK03F040,1001920,C/2003F4SOHO,2003 F4,SOHO,,,,C,0.0051,,PAR
dK03F050,1001921,C/2003F5SOHO,2003 F5,SOHO,,,,C,0.0049,,PAR
dK03G010,1000431,C/2003G1LINEAR,2003 G1,LINEAR,,,,C,4.916283537284172,,HYP
dK03G020,1000432,C/2003G2LINEAR,2003 G2,LINEAR,,,,C,1.55336955611328,3381960.3627074417,COM
dK03G030,1001922,C/2003G3SOHO,2003 G3,SOHO,,,,C,0.0168,,PAR
dK03G040,1001923,C/2003G4SOHO,2003 G4,SOHO,,,,C,0.005,,PAR
dK03G050,1002532,C/2003G5SOHO,2003 G5,SOHO,,,,C,0.0051,,PAR
dK03H010,1000435,C/2003H1LINEAR,2003 H1,LINEAR,,,,C,2.239630121646227,49922645.46841443,COM
dK03H020,1000434,C/2003H2LINEAR,2003 H2,LINEAR,,,,C,2.178514897118446,86096.89130340282,COM
dK03H030,1000436,C/2003H3NEAT,2003 H3,NEAT,,,,C,2.901441103013692,552151111.7456083,COM
dK03H050,1001924,C/2003H5SOHO,2003 H5,SOHO,,,,C,0.0351,,PAR
dK03H060,1001925,C/2003H6SOHO,2003 H6,SOHO,,,,C,0.0264,,PAR
dK03H070,1001926,C/2003H7SOHO,2003 H7,SOHO,,,,C,0.0266,,PAR
dK03H080,1001927,C/2003H8SOHO,2003 H8,SOHO,,,,C,0.005,,PAR
dK03H090,1001928,C/2003H9SOHO,2003 H9,SOHO,,,,C,0.0048,,PAR
dK03H100,1001929,C/2003H10SOHO,2003 H10,SOHO,,,,C,0.005,,PAR
dK03H110,1001930,C/2003H11SOHO,2003 H11,SOHO,,,,C,0.0051,,PAR
dK03H120,1001931,C/2003H12SOHO,2003 H12,SOHO,,,,C,0.0051,,PAR
dK03J010,1000438,C/2003J1NEAT,2003 J1,NEAT,,,,C,5.125422292573263,5068793.491578739,COM
dK03J020,1001932,C/2003J2SOHO,2003 J2,SOHO,,,,C,0.0051,,PAR
dK03J030,1001933,C/2003J3SOHO,2003 J3,SOHO,,,,C,0.005,,PAR
dK03J040,1001934,C/2003J4SOHO,2003 J4,SOHO,,,,C,0.005,,PAR
dK03J050,1001935,C/2003J5SOHO,2003 J5,SOHO,,,,C,0.0051,,PAR
dK03J060,1001936,C/2003J6SOHO,2003 J6,SOHO,,,,C,0.0055,,PAR
dK03J070,1001937,C/2003J7SOHO,2003 J7,SOHO,,,,C,0.0074,,PAR
dK03J080,1001938,C/2003J8SOHO,2003 J8,SOHO,,,,C,0.005,,PAR
dK03J090,1001939,C/2003J9SOHO,2003 J9,SOHO,,,,C,0.005,,PAR
dK03K010,1000439,C/2003K1Spacewatch,2003 K1,Spacewatch,,,,C,2.087346623411443,99990.72104062275,COM
dK03K030,1001940,C/2003K3SOHO,2003 K3,SOHO,,,,C,0.13918,,PAR
dK03K040,1000442,C/2003K4LINEAR,2003 K4,LINEAR,,,,C,1.023619441339582,,HYP
dK03K050,1001941,C/2003K5SOHO,2003 K5,SOHO,,,,C,0.0348,,PAR
dK03K060,1001942,C/2003K6SOHO,2003 K6,SOHO,,,,C,0.0372,,PAR
dK03K070,1001943,C/2003K7SOHO,2003 K7,SOHO,,,,C,0.0051,,PAR
dK03K080,1001944,C/2003K8SOHO,2003 K8,SOHO,,,,C,0.0076,,PAR
dK03K090,1001945,C/2003K9SOHO,2003 K9,SOHO,,,,C,0.0041,,PAR
dK03K100,1001946,C/2003K10SOHO,2003 K10,SOHO,,,,C,0.005,,PAR
dK03K110,1001947,C/2003K11SOHO,2003 K11,SOHO,,,,C,0.005,,PAR
dK03K120,1001948,C/2003K12SOHO,2003 K12,SOHO,,,,C,0.0091,,PAR
dK03K130,1001949,C/2003K13SOHO,2003 K13,SOHO,,,,C,0.0057,,PAR
dK03L010,1000444,P/2003L1Scotti,2003 L1,Scotti,,,,P,5.010783065879293,6342.521371013563,JFc
dK03L020,1000443,C/2003L2LINEAR,2003 L2,LINEAR,,,,C,2.864800628690584,700790.2093443096,COM
dK03L030,1001950,C/2003L3SOHO,2003 L3,SOHO,,,,C,0.005,,PAR
dK03L040,1001951,C/2003L4SOHO,2003 L4,SOHO,,,,C,0.005,,PAR
dK03L050,1001952,C/2003L5SOHO,2003 L5,SOHO,,,,C,0.005,,PAR
dK03L060,1001953,C/2003L6SOHO,2003 L6,SOHO,,,,C,0.005,,PAR
dK03L070,1001954,C/2003L7SOHO,2003 L7,SOHO,,,,C,0.0057,,PAR
dK03L080,1001955,C/2003L8SOHO,2003 L8,SOHO,,,,C,0.0043,,PAR
dK03M010,1001956,C/2003M1SOHO,2003 M1,SOHO,,,,C,0.0044,,PAR
dK03M020,1001957,C/2003M2SOHO,2003 M2,SOHO,,,,C,0.0043,,PAR
dK03M030,1001958,C/2003M3SOHO,2003 M3,SOHO,,,,C,0.0044,,PAR
dK03M040,1001959,C/2003M4SOHO,2003 M4,SOHO,,,,C,0.0068,,PAR
dK03M050,1001960,C/2003M5SOHO,2003 M5,SOHO,,,,C,0.007,,PAR
dK03M060,1001961,C/2003M6SOHO,2003 M6,SOHO,,,,C,0.0066,,PAR
dK03M070,1001962,C/2003M7SOHO,2003 M7,SOHO,,,,C,0.005,,PAR
dK03M080,1001963,C/2003M8SOHO,2003 M8,SOHO,,,,C,0.0054,,PAR
dK03M090,1001964,C/2003M9SOHO,2003 M9,SOHO,,,,C,0.0053,,PAR
dK03M100,1001965,C/2003M10SOHO,2003 M10,SOHO,,,,C,0.0058,,PAR
dK03M110,1001966,C/2003M11SOHO,2003 M11,SOHO,,,,C,0.0052,,PAR
dK03M120,1001967,C/2003M12SOHO,2003 M12,SOHO,,,,C,0.0048,,PAR
dK03N010,1001968,C/2003N1SOHO,2003 N1,SOHO,,,,C,0.0049,,PAR
dK03N020,1001969,C/2003N2SOHO,2003 N2,SOHO,,,,C,0.0048,,PAR
dK03O010,1000446,C/2003O1LINEAR,2003 O1,LINEAR,,,,C,6.8473657358689515,,HYP
dK03O040,1001970,C/2003O4SOHO,2003 O4,SOHO,,,,C,0.0053,,PAR
dK03O050,1001971,C/2003O5SOHO,2003 O5,SOHO,,,,C,0.0067,,PAR
dK03O060,1001972,C/2003O6SOHO,2003 O6,SOHO,,,,C,0.005,,PAR
dK03O070,1001973,C/2003O7SOHO,2003 O7,SOHO,,,,C,0.0051,,PAR
dK03O080,1001974,C/2003O8SOHO,2003 O8,SOHO,,,,C,0.0052,,PAR
dK03P010,1001975,C/2003P1SOHO,2003 P1,SOHO,,,,C,0.0054,,PAR
dK03P020,1001976,C/2003P2SOHO,2003 P2,SOHO,,,,C,0.0053,,PAR
dK03P030,1001977,C/2003P3SOHO,2003 P3,SOHO,,,,C,0.005,,PAR
dK03Q010,1001978,C/2003Q1SOHO,2003 Q1,SOHO,,,,C,0.032,,PAR
dK03Q020,1001979,C/2003Q2SOHO,2003 Q2,SOHO,,,,C,0.0049,,PAR
dK03Q030,1001980,C/2003Q3SOHO,2003 Q3,SOHO,,,,C,0.0053,,PAR
dK03Q040,1001981,C/2003Q4SOHO,2003 Q4,SOHO,,,,C,0.0051,,PAR
dK03Q050,1001982,C/2003Q5SOHO,2003 Q5,SOHO,,,,C,0.005,,PAR
dK03Q060,1001983,C/2003Q6SOHO,2003 Q6,SOHO,,,,C,0.0366,,PAR
dK03Q070,1001984,C/2003Q7SOHO,2003 Q7,SOHO,,,,C,0.006,,PAR
dK03Q080,1001985,C/2003Q8SOHO,2003 Q8,SOHO,,,,C,0.005,,PAR
dK03Q090,1001986,C/2003Q9SOHO,2003 Q9,SOHO,,,,C,0.0051,,PAR
dK03Q100,1001987,C/2003Q10SOHO,2003 Q10,SOHO,,,,C,0.0054,,PAR
dK03Q29X,1000449,P/2003QX29NEAT,2003 QX29,NEAT,,,,P,4.239134242327399,8304.356734401019,JFc
dK03R010,1000452,C/2003R1LINEAR,2003 R1,LINEAR,,,,C,2.101885983929925,31942.93098662293,HTC
dK03R020,1001988,C/2003R2SOHO,2003 R2,SOHO,,,,C,0.005,,PAR
dK03R030,1001989,C/2003R3SOHO,2003 R3,SOHO,,,,C,0.005,,PAR
dK03R040,1001990,C/2003R4SOHO,2003 R4,SOHO,,,,C,0.0316,,PAR
dK03S030,1000464,C/2003S3LINEAR,2003 S3,LINEAR,,,,C,8.129534685866556,,HYP
dK03S04a,1000514,C/2003S4ALINEAR,2003 S4-A,LINEAR,,,,C,3.8739814428454715,81970.81101496918,COM
dK03S04b,1000515,C/2003S4BLINEAR,2003 S4-B,LINEAR,,,,C,3.837729215833444,92437.05752840248,COM
dK03S050,1001992,C/2003S5SOHO,2003 S5,SOHO,,,,C,0.005,,PAR
dK03S060,1001993,C/2003S6SOHO,2003 S6,SOHO,,,,C,0.0066,,PAR
dK03S070,1001994,C/2003S7SOHO,2003 S7,SOHO,,,,C,0.0049,,PAR
dK03S080,1001995,C/2003S8SOHO,2003 S8,SOHO,,,,C,0.0052,,PAR
dK03S090,1001996,C/2003S9SOHO,2003 S9,SOHO,,,,C,0.0154,,PAR
dK03T020,1000458,C/2003T2LINEAR,2003 T2,LINEAR,,,,C,1.786352380572432,189105089.6613646,COM
dK03T030,1000460,C/2003T3Tabur,2003 T3,Tabur,,,,C,1.481075810169518,158516683.0598232,COM
dK03T040,1000459,C/2003T4LINEAR,2003 T4,LINEAR,,,,C,0.84974097896665,,HYP
dK03T050,1001997,C/2003T5SOHO,2003 T5,SOHO,,,,C,0.0051,,PAR
dK03T060,1001998,C/2003T6SOHO,2003 T6,SOHO,,,,C,0.0071,,PAR
dK03T070,1001999,C/2003T7SOHO,2003 T7,SOHO,,,,C,0.005,,PAR
dK03T080,1002000,C/2003T8SOHO,2003 T8,SOHO,,,,C,0.005,,PAR
dK03T090,1002001,C/2003T9SOHO,2003 T9,SOHO,,,,C,0.0054,,PAR
dK03T100,1002002,C/2003T10SOHO,2003 T10,SOHO,,,,C,0.0049,,PAR
dK03T110,1002003,C/2003T11SOHO,2003 T11,SOHO,,,,C,0.0053,,PAR
dK03T120,1002004,P/2003T12SOHO,2003 T12,SOHO,Y,,,P,0.5748063552075969,1503.111980275775,JFc
dK03U010,1000461,C/2003U1LINEAR,2003 U1,LINEAR,,,,C,1.7957147102662259,40011.745340712005,HTC
dK03U040,1002005,C/2003U4SOHO,2003 U4,SOHO,,,,C,0.0357,,PAR
dK03U050,1002006,C/2003U5SOHO,2003 U5,SOHO,,,,C,0.0052,,PAR
dK03U060,1002007,C/2003U6SOHO,2003 U6,SOHO,,,,C,0.005,,PAR
dK03U070,1002008,C/2003U7SOHO,2003 U7,SOHO,,,,C,0.0051,,PAR
dK03U080,1002009,C/2003U8SOHO,2003 U8,SOHO,,,,C,0.005,,PAR
dK03U090,1002010,C/2003U9SOHO,2003 U9,SOHO,,,,C,0.005,,PAR
dK03V010,1000465,C/2003V1LINEAR,2003 V1,LINEAR,,,,C,1.7831429563389583,5408246.779995339,COM
dK03V020,1002011,C/2003V2SOHO,2003 V2,SOHO,,,,C,0.005,,PAR
dK03V030,1002012,C/2003V3SOHO,2003 V3,SOHO,,,,C,0.005,,PAR
dK03V040,1002013,C/2003V4SOHO,2003 V4,SOHO,,,,C,0.005,,PAR
dK03V050,1002014,C/2003V5SOHO,2003 V5,SOHO,,,,C,0.0082,,PAR
dK03V060,1002015,C/2003V6SOHO,2003 V6,SOHO,,,,C,0.005,,PAR
dK03V070,1002016,C/2003V7SOHO,2003 V7,SOHO,,,,C,0.005,,PAR
dK03V080,1002017,C/2003V8SOHO,2003 V8,SOHO,,,,C,0.0049,,PAR
dK03W010,1000466,C/2003W1LINEAR,2003 W1,LINEAR,,,,C,1.652414911066125,46094.004182658886,HTC
dK03W020,1002018,C/2003W2SOHO,2003 W2,SOHO,,,,C,0.0314,,PAR
dK03W030,1002019,C/2003W3SOHO,2003 W3,SOHO,,,,C,0.0052,,PAR
dK03W040,1002020,C/2003W4SOHO,2003 W4,SOHO,,,,C,0.0052,,PAR
dK03W050,1002021,C/2003W5SOHO,2003 W5,SOHO,,,,C,0.0067,,PAR
dK03W060,1002022,C/2003W6SOHO,2003 W6,SOHO,,,,C,0.0048,,PAR
dK03W070,1002023,C/2003W7SOHO,2003 W7,SOHO,,,,C,0.0049,,PAR
dK03W080,1002024,C/2003W8SOHO,2003 W8,SOHO,,,,C,0.005,,PAR
dK03W42T,1000474,C/2003WT42LINEAR,2003 WT42,LINEAR,,,,C,5.19092253372875,,HYP
dK03X010,1002025,C/2003X1SOHO,2003 X1,SOHO,,,,C,0.0048,,PAR
dK03X020,1002026,C/2003X2SOHO,2003 X2,SOHO,,,,C,0.0085,,PAR
dK03X030,1002027,C/2003X3SOHO,2003 X3,SOHO,,,,C,0.005,,PAR
dK03X040,1002028,C/2003X4SOHO,2003 X4,SOHO,,,,C,0.0053,,PAR
dK03X050,1002029,C/2003X5SOHO,2003 X5,SOHO,,,,C,0.0073,,PAR
dK03X060,1002030,C/2003X6SOHO,2003 X6,SOHO,,,,C,0.0049,,PAR
