id,spkid,full_name,pdes,name,neo,pha,diameter,prefix,q,per,class
c00001_0,1000036,1P/Halley,1P,Halley,Y,,11.0,P,0.5859781115169089,27509.129073186097,HTC
c00002_0,1000025,2P/Encke,2P,Encke,Y,,4.8,P,0.3359801496215279,1204.1999369288071,ETc
c00003_0,1000504,3D/Biela,3D,Biela,Y,,,D,0.879073,2427.278122182916,JFc
c00004_0,1000026,4P/Faye,4P,Faye,,,3.54,P,1.651876343070432,2746.520826221536,JFc
c00005_0,1000505,5D/Brorsen,5D,Brorsen,Y,,,D,0.589847,1994.7019872043,JFc
c00006_0,1000017,6P/d'Arrest,6P,d'Arrest,,,3.2,P,1.361454546530219,2395.442245807094,JFc
c00007_0,1000069,7P/PonsWinnecke,7P,Pons-Winnecke,Y,,5.2,P,1.2389614373541842,2309.0503589728132,JFc
c00008_0,1000099,8P/Tuttle,8P,Tuttle,Y,,4.5,P,1.027116587098451,4970.4412692808255,JFC
c00009_0,1000093,9P/Tempel1,9P,Tempel,,,6.0,P,1.5425528144334433,2037.951672378393,JFc
c00010_0,1000094,10P/Tempel2,10P,Tempel,,,10.6,P,1.4221316560805592,1961.87309590953,JFc
c00011_0,1000368,11P/TempelSwiftLINEAR,11P,Tempel-Swift-LINEAR,,,,P,1.553578679370059,2303.858524733585,JFc
c00012_0,1000068,12P/PonsBrooks,12P,Pons-Brooks,Y,,,P,0.773667087297613,25876.20671496702,HTC
c00013_0,1000066,13P/Olbers,13P,Olbers,Y,,,P,1.17845061442612,25391.577329400057,HTC
c00014_0,1000110,14P/Wolf,14P,Wolf,,,4.66,P,2.725686519827349,3193.81644584067,JFc
c00015_0,1000027,15P/Finlay,15P,Finlay,Y,,,P,0.9746503145016036,2378.056205679309,JFc
c00016_0,1000008,16P/Brooks2,16P,Brooks,,,,P,1.4667924702593582,2247.824517800184,JFc
c00017_0,1000044,17P/Holmes,17P,Holmes,,,3.42,P,2.05337898782295,2516.430102704675,JFc
c00018_0,1000144,18D/PerrineMrkos,18D,Perrine-Mrkos,Y,,,D,1.27224808138711,2452.955381957053,JFc
c00019_0,1000005,19P/Borrelly,19P,Borrelly,,,4.8,P,1.3597997387823049,2504.948913478551,JFc
c00020_0,1000212,20D/Westphal,20D,Westphal,Y,,,D,1.2540127619273,22596.605178914917,HTC
c00021_0,1000032,21P/GiacobiniZinner,21P,Giacobini-Zinner,Y,,2.0,P,1.012814528237006,2389.357082312369,JFc
c00022_0,1000054,22P/Kopff,22P,Kopff,,,3.0,P,1.576599102643193,2349.834566872905,JFc
c00023_0,1000009,23P/BrorsenMetcalf,23P,Brorsen-Metcalf,Y,,,P,0.4787527107248574,25758.373622251347,HTC
c00024_0,1000077,24P/Schaumasse,24P,Schaumasse,Y,,2.6,P,1.20616902407146,3017.306579787296,JFc
c00025_0,1000064,25D/Neujmin2,25D,Neujmin,,,,D,1.33816964707983,1983.1724592320638,JFc
c00026_0,1000034,26P/GriggSkjellerup,26P,Grigg-Skjellerup,Y,,2.6,P,1.116731720029502,1939.3220085751088,JFc
c00027_0,1000016,27P/Crommelin,27P,Crommelin,Y,,,P,0.748287467144728,10252.30596333479,HTC
c00028_0,1000063,28P/Neujmin1,28P,Neujmin,,,21.4,P,1.5496413966266582,6638.038307821073,JFc
c00029_0,1000079,29P/SchwassmannWachmann1,29P,Schwassmann-Wachmann,,,60.4,P,5.718848555300879,5353.641302953413,JFc
c00030_0,1000070,30P/Reinmuth1,30P,Reinmuth,,,7.8,P,1.8809737395937758,2678.053734664635,JFc
c00031_0,1000080,31P/SchwassmannWachmann2,31P,Schwassmann-Wachmann,,,6.2,P,3.4226176500459866,3196.9790820349485,JFc
c00032_0,1000015,32P/ComasSola,32P,Comas Sola,,,8.4,P,2.008565194966582,3498.4289957592073,JFc
c00033_0,1000018,33P/Daniel,33P,Daniel,,,2.6,P,2.1667241870434184,2955.0598388881517,JFc
c00034_0,1000284,34D/Gale,34D,Gale,Y,,,D,1.182907,4017.75,JFc
c00035_0,1000043,35P/HerschelRigollet,35P,Herschel-Rigollet,Y,,,P,0.74849,56613.75,HTC
c00036_0,1000105,36P/Whipple,36P,Whipple,,,4.56,P,3.087746991007401,3112.497542544089,JFc
c00037_0,1000028,37P/Forbes,37P,Forbes,,,1.92,P,1.6083276872368257,2345.925686343463,JFc
c00038_0,1000089,38P/StephanOterma,38P,Stephan-Oterma,,,,P,1.585662757452009,13820.85242628628,HTC
c00039_0,1000177,39P/Oterma,39P,Oterma,,,,P,5.47114747991526,7132.458345164751,CTc
c00040_0,1000101,40P/Vaisala1,40P,Vaisala,,,4.2,P,1.819771156172117,4010.2462608582287,JFc
c00041_0,1000100,41P/TuttleGiacobiniKresak,41P,Tuttle-Giacobini-Kresak,Y,,1.4,P,1.0450427369138,1979.164405801095,JFc
c00042_0,1000065,42P/Neujmin3,42P,Neujmin,,,2.2,P,2.027755196838527,3933.285115048261,JFc
c00043_0,1000111,43P/WolfHarrington,43P,Wolf-Harrington,,,3.6,P,1.3570944792955721,2239.678420161883,JFc
c00044_0,1000071,44P/Reinmuth2,44P,Reinmuth,,,3.22,P,2.108823707710431,2587.885073177431,JFc
c00045_0,1000045,45P/HondaMrkosPajdusakova,45P,Honda-Mrkos-Pajdusakova,Y,,1.6,P,0.5325129856954378,1921.871489163743,JFc
c00046_0,1000109,46P/Wirtanen,46P,Wirtanen,Y,,1.2,P,1.0553557178750341,1986.572727660408,JFc
c00047_0,1000003,47P/AshbrookJackson,47P,Ashbrook-Jackson,,,5.6,P,2.8182462988919914,3062.609924453193,JFc
c00048_0,1000049,48P/Johnson,48P,Johnson,,,5.74,P,2.305230890578251,2541.337772546165,JFc
c00049_0,1000002,49P/ArendRigaux,49P,Arend-Rigaux,,,8.48,P,1.4203921302451339,2452.001489507802,JFc
c00050_0,1000001,50P/Arend,50P,Arend,,,1.9,P,1.922161808831259,3019.158817151758,JFc
c00051_0,1000038,51P/Harrington,51P,Harrington,,,4.8,P,1.6996022492527032,2614.827738790723,JFc
c00051_a,1000363,51P/HarringtonA,51P-A,Harrington,,,4.8,P,1.568096864999769,2474.829568458057,JFc
c00051_d,1003396,51P/HarringtonD,51P-D,Harrington,,,,P,1.646282145601325,2577.284672937737,JFc
c00052_0,1000039,52P/HarringtonAbell,52P,Harrington-Abell,,,2.6,P,1.773109732844502,2767.6832271018816,JFc
c00053_0,1000102,53P/VanBiesbroeck,53P,Van Biesbroeck,,,6.66,P,2.426218348989635,4589.145058917946,JFc
c00054_0,1000019,54P/deVicoSwiftNEAT,54P,de Vico-Swift-NEAT,,,,P,2.171764034976711,2695.5006924648,JFc
c00055_0,1000095,55P/TempelTuttle,55P,Tempel-Tuttle,Y,,3.6,P,0.9764279154675061,12141.56115249823,HTC
c00056_0,1000087,56P/SlaughterBurnham,56P,Slaughter-Burnham,,,3.12,P,2.505832507178138,4189.5008689698325,JFc
c00057_0,1000023,57P/duToitNeujminDelporte,57P,duToit-Neujmin-Delporte,,,,P,1.72872449611193,2343.183575364052,JFc
c00057_a,1000397,57P/duToitNeujminDelporteA,57P-A,duToit-Neujmin-Delporte,,,,P,1.72939044107225,2342.79122775285,JFc
c00058_0,1000048,58P/JacksonNeujmin,58P,Jackson-Neujmin,,,,P,1.3811734746385902,3010.549054095874,JFc
c00059_0,1000050,59P/KearnsKwee,59P,Kearns-Kwee,,,1.58,P,2.355242481709958,3474.8802030898732,JFc
c00060_0,1000098,60P/Tsuchinshan2,60P,Tsuchinshan,,,,P,1.6566531620232792,2426.75846760862,JFc
c00061_0,1000082,61P/ShajnSchaldach,61P,Shajn-Schaldach,,,2.4,P,2.110519378969819,2579.8865208360708,JFc
c00062_0,1000097,62P/Tsuchinshan1,62P,Tsuchinshan,,,,P,1.3840865009896168,2332.968654711208,JFc
c00063_0,1000106,63P/Wild1,63P,Wild,,,2.9,P,1.9505771519051882,4824.517313185735,JFc
c00064_0,1000090,64P/SwiftGehrels,64P,Swift-Gehrels,,,3.2,P,1.393512638968584,3433.7356019502754,JFc
c00065_0,1000035,65P/Gunn,65P,Gunn,,,10.8,P,2.910551735302636,2796.8748685277724,JFc
c00066_0,1000021,66P/duToit,66P,du Toit,Y,,,P,1.2854275436833908,5396.539195697488,JFc
c00067_0,1000012,67P/ChuryumovGerasimenko,67P,Churyumov-Gerasimenko,Y,,4.0,P,1.2452793655493792,2355.612450811296,JFc
c00068_0,1000051,68P/Klemola,68P,Klemola,,,4.4,P,1.7590187269943853,3956.35035743497,JFc
c00069_0,1000092,69P/Taylor,69P,Taylor,,,,P,2.2834442586864907,2804.477822112464,JFc
c00070_0,1000053,70P/Kojima,70P,Kojima,,,3.0,P,2.0127320324698132,2574.9356796908082,JFc
c00071_0,1000014,71P/Clark,71P,Clark,,,1.36,P,1.58621399332349,2029.562038551383,JFc
c00072_0,1000020,72P/DenningFujikawa,72P,Denning-Fujikawa,Y,,,P,0.7841612055380167,3297.957024875322,JFc
c00073_0,1000394,73P/SchwassmannWachmann3,73P,Schwassmann-Wachmann,Y,,,P,0.9721923078652702,1985.874692619434,JFc
c00073_b,1000320,73P/SchwassmannWachmann3B,73P-B,Schwassmann-Wachmann,Y,,,P,0.939111036723919,1956.917090657459,JFc
c00073_c,1000081,73P/SchwassmannWachmann3C,73P-C,Schwassmann-Wachmann,Y,,,P,0.9428566311694347,1958.477573055924,JFc
c00073_e,1000324,73P/SchwassmannWachmann3E,73P-E,Schwassmann-Wachmann,Y,,,P,0.9374369945488149,1957.350508320545,JFc
c00073_g,1002326,73P/SchwassmannWachmann3G,73P-G,Schwassmann-Wachmann,Y,,,P,0.939183930115084,1958.3654626866949,JFc
c00073_h,1002327,73P/SchwassmannWachmann3H,73P-H,Schwassmann-Wachmann,Y,,,P,0.939169508544489,1959.785620287916,JFc
c00073_j,1002336,73P/SchwassmannWachmann3J,73P-J,Schwassmann-Wachmann,Y,,,P,0.9390202046949542,1940.03717472165,JFc
c00073_k,1002332,73P/SchwassmannWachmann3K,73P-K,Schwassmann-Wachmann,Y,,,P,0.939076843864193,1959.281496199183,JFc
c00073_l,1002334,73P/SchwassmannWachmann3L,73P-L,Schwassmann-Wachmann,Y,,,P,0.9390893943544141,1970.809971765627,JFc
c00073_m,1002331,73P/SchwassmannWachmann3M,73P-M,Schwassmann-Wachmann,Y,,,P,0.939096814670938,1963.1618881936981,JFc
c00073_n,1002338,73P/SchwassmannWachmann3N,73P-N,Schwassmann-Wachmann,Y,,,P,0.9392543583920071,1947.8643527070542,JFc
c00073_p,1002335,73P/SchwassmannWachmann3P,73P-P,Schwassmann-Wachmann,Y,,,P,0.939159139363166,1979.1953556078302,JFc
c00073_q,1002333,73P/SchwassmannWachmann3Q,73P-Q,Schwassmann-Wachmann,Y,,,P,0.9397157482835748,2011.316581523404,JFc
c00073_r,1002339,73P/SchwassmannWachmann3R,73P-R,Schwassmann-Wachmann,Y,,,P,0.9391315472872579,1964.688736504399,JFc
c00073_s,1002340,73P/SchwassmannWachmann3S,73P-S,Schwassmann-Wachmann,Y,,,P,1.02236657781188,2223.624392132721,JFc
c00073_t,1002341,73P/SchwassmannWachmann3T,73P-T,Schwassmann-Wachmann,Y,,,P,0.939318776106244,2150.6827042732803,JFc
c00073_u,1002342,73P/SchwassmannWachmann3U,73P-U,Schwassmann-Wachmann,Y,,,P,0.939390329396146,1921.144569168641,JFc
c00073_v,1002343,73P/SchwassmannWachmann3V,73P-V,Schwassmann-Wachmann,Y,,,P,0.9122067360922441,1875.274847114162,JFc
c00073_w,1002344,73P/SchwassmannWachmann3W,73P-W,Schwassmann-Wachmann,Y,,,P,0.93912503260658,1998.725936677082,JFc
c00073_x,1002345,73P/SchwassmannWachmann3X,73P-X,Schwassmann-Wachmann,Y,,,P,0.939082699809293,1970.940111955201,JFc
c00073_y,1002346,73P/SchwassmannWachmann3Y,73P-Y,Schwassmann-Wachmann,Y,,,P,0.9391657407781421,2237.782335675272,JFc
c00073_z,1002348,73P/SchwassmannWachmann3Z,73P-Z,Schwassmann-Wachmann,Y,,,P,0.942039154090354,1966.77597618308,JFc
c00073aa,1002349,73P/SchwassmannWachmann3AA,73P-AA,Schwassmann-Wachmann,Y,,,P,0.9392845341686229,1842.302404336366,JFc
c00073ab,1002350,73P/SchwassmannWachmann3AB,73P-AB,Schwassmann-Wachmann,Y,,,P,0.9391663282873369,1937.737814113712,JFc
c00073ac,1002351,73P/SchwassmannWachmann3AC,73P-AC,Schwassmann-Wachmann,Y,,,P,0.939045253315126,1976.8013702305789,JFc
c00073ad,1002352,73P/SchwassmannWachmann3AD,73P-AD,Schwassmann-Wachmann,Y,,,P,0.9407073595292859,1962.6066979412742,JFc
c00073ae,1002353,73P/SchwassmannWachmann3AE,73P-AE,Schwassmann-Wachmann,Y,,,P,0.9390511810333,1990.117942051287,JFc
c00073af,1002354,73P/SchwassmannWachmann3AF,73P-AF,Schwassmann-Wachmann,Y,,,P,0.9411849123091771,1810.901535056004,JFc
c00073ag,1002355,73P/SchwassmannWachmann3AG,73P-AG,Schwassmann-Wachmann,Y,,,P,0.93903924488354,1980.819274350391,JFc
c00073ah,1002356,73P/SchwassmannWachmann3AH,73P-AH,Schwassmann-Wachmann,Y,,,P,0.9429866146715151,1969.743864244588,JFc
c00073ai,1002357,73P/SchwassmannWachmann3AI,73P-AI,Schwassmann-Wachmann,Y,,,P,0.9388880724294172,2004.705931391228,JFc
c00073aj,1002358,73P/SchwassmannWachmann3AJ,73P-AJ,Schwassmann-Wachmann,Y,,,P,0.9360801030003059,3703.90084103623,JFc
c00073ak,1002359,73P/SchwassmannWachmann3AK,73P-AK,Schwassmann-Wachmann,Y,,,P,0.9377052113254091,1953.219082299802,JFc
c00073al,1002360,73P/SchwassmannWachmann3AL,73P-AL,Schwassmann-Wachmann,Y,,,P,0.938768583919104,2020.287379337982,JFc
c00073am,1002361,73P/SchwassmannWachmann3AM,73P-AM,Schwassmann-Wachmann,Y,,,P,0.930937163724782,1932.1107467670709,JFc
c00073an,1002363,73P/SchwassmannWachmann3AN,73P-AN,Schwassmann-Wachmann,Y,,,P,0.9389973237383941,1970.7262129217718,JFc
c00073ao,1002364,73P/SchwassmannWachmann3AO,73P-AO,Schwassmann-Wachmann,Y,,,P,0.9407501622870308,1966.688915285863,JFc
c00073ap,1002365,73P/SchwassmannWachmann3AP,73P-AP,Schwassmann-Wachmann,Y,,,P,0.938745428567555,2036.3439231925408,JFc
c00073aq,1002366,73P/SchwassmannWachmann3AQ,73P-AQ,Schwassmann-Wachmann,Y,,,P,0.939006436459305,1981.993207583742,JFc
c00073ar,1002367,73P/SchwassmannWachmann3AR,73P-AR,Schwassmann-Wachmann,Y,,,P,0.9392047604317141,1981.517564876132,JFc
c00073as,1002368,73P/SchwassmannWachmann3AS,73P-AS,Schwassmann-Wachmann,Y,,,P,0.9388273500021592,2031.913025884465,JFc
c00073at,1002369,73P/SchwassmannWachmann3AT,73P-AT,Schwassmann-Wachmann,Y,,,P,0.939628790402723,1899.220348634239,JFc
c00073au,1002370,73P/SchwassmannWachmann3AU,73P-AU,Schwassmann-Wachmann,Y,,,P,0.9392979588291851,1953.0757228399289,JFc
c00073av,1002371,73P/SchwassmannWachmann3AV,73P-AV,Schwassmann-Wachmann,Y,,,P,0.9390242876169659,1957.341941193884,JFc
c00073aw,1002372,73P/SchwassmannWachmann3AW,73P-AW,Schwassmann-Wachmann,Y,,,P,0.9402577564264059,1816.6586080650022,JFc
c00073ax,1002373,73P/SchwassmannWachmann3AX,73P-AX,Schwassmann-Wachmann,Y,,,P,0.93800953956083,1945.7110490333591,JFc
c00073ay,1002374,73P/SchwassmannWachmann3AY,73P-AY,Schwassmann-Wachmann,Y,,,P,0.940193403515323,1797.957911734198,JFc
c00073az,1002375,73P/SchwassmannWachmann3AZ,73P-AZ,Schwassmann-Wachmann,Y,,,P,0.9403177775691679,1798.148908438714,JFc
c00073ba,1002376,73P/SchwassmannWachmann3BA,73P-BA,Schwassmann-Wachmann,Y,,,P,0.940247790214922,1860.838565580053,JFc
c00073bb,1002377,73P/SchwassmannWachmann3BB,73P-BB,Schwassmann-Wachmann,Y,,,P,0.942420571036717,1867.292496083525,JFc
c00073bc,1002378,73P/SchwassmannWachmann3BC,73P-BC,Schwassmann-Wachmann,Y,,,P,0.9388074049224571,2026.736516743531,JFc
c00073bd,1002379,73P/SchwassmannWachmann3BD,73P-BD,Schwassmann-Wachmann,Y,,,P,0.946155583556335,1878.4600316346991,JFc
c00073be,1002380,73P/SchwassmannWachmann3BE,73P-BE,Schwassmann-Wachmann,Y,,,P,0.939421340921746,1858.4409089218161,JFc
c00073bf,1002381,73P/SchwassmannWachmann3BF,73P-BF,Schwassmann-Wachmann,Y,,,P,0.939574293907841,1887.6629382954238,JFc
c00073bg,1002382,73P/SchwassmannWachmann3BG,73P-BG,Schwassmann-Wachmann,Y,,,P,0.939341834446035,1878.716333173863,JFc
c00073bh,1002383,73P/SchwassmannWachmann3BH,73P-BH,Schwassmann-Wachmann,Y,,,P,0.939816246820806,1859.612885279875,JFc
c00073bi,1002384,73P/SchwassmannWachmann3BI,73P-BI,Schwassmann-Wachmann,Y,,,P,0.939765097396971,1859.6671962772712,JFc
c00073bj,1002385,73P/SchwassmannWachmann3BJ,73P-BJ,Schwassmann-Wachmann,Y,,,P,0.939252920798806,1936.5725521045301,JFc
c00073bk,1002386,73P/SchwassmannWachmann3BK,73P-BK,Schwassmann-Wachmann,Y,,,P,0.939266635740712,1940.838568588356,JFc
c00073bl,1002387,73P/SchwassmannWachmann3BL,73P-BL,Schwassmann-Wachmann,Y,,,P,0.939099661465389,1985.341227326891,JFc
c00073bm,1002388,73P/SchwassmannWachmann3BM,73P-BM,Schwassmann-Wachmann,Y,,,P,0.9397568628696741,1859.436633672268,JFc
c00073bn,1002390,73P/SchwassmannWachmann3BN,73P-BN,Schwassmann-Wachmann,Y,,,P,0.939185744588995,1942.748084790748,JFc
c00073bo,1002391,73P/SchwassmannWachmann3BO,73P-BO,Schwassmann-Wachmann,Y,,,P,0.9392190689069991,1943.381616564391,JFc
c00073bp,1002392,73P/SchwassmannWachmann3BP,73P-BP,Schwassmann-Wachmann,Y,,,P,0.9397832676834541,1859.640084911842,JFc
c00073bq,1002393,73P/SchwassmannWachmann3BQ,73P-BQ,Schwassmann-Wachmann,Y,,,P,0.9391556635457359,1949.123787153984,JFc
c00073br,1002395,73P/SchwassmannWachmann3BR,73P-BR,Schwassmann-Wachmann,Y,,,P,0.939601786160311,1883.073123634888,JFc
c00073bs,1002396,73P/SchwassmannWachmann3BS,73P-BS,Schwassmann-Wachmann,Y,,,P,0.938948671781629,2008.1176734105468,JFc
c00073bt,1003506,73P/SchwassmannWachmann3BT,73P-BT,Schwassmann-Wachmann,Y,,,P,0.9719763711356068,1985.740643103017,JFc
c00074_0,1000088,74P/SmirnovaChernykh,74P,Smirnova-Chernykh,,,4.46,P,3.554017770916214,3108.0030934586657,ETc
c00075_0,1000052,75D/Kohoutek,75D,Kohoutek,,,4.6,D,1.78465693964704,2436.0274802146937,JFc
c00076_0,1000104,76P/WestKohoutekIkemura,76P,West-Kohoutek-Ikemura,,,0.66,P,1.601922782066558,2362.235313461854,JFc
c00077_0,1000059,77P/Longmore,77P,Longmore,,,8.2,P,2.3110985427476214,2494.191121438718,JFc
c00078_0,1000030,78P/Gehrels2,78P,Gehrels,,,,P,2.01036189049699,2636.710175807033,JFc
c00079_0,1000022,79P/duToitHartley,79P,du Toit-Hartley,Y,,2.8,P,1.123805320881192,1846.784730312691,JFc
c00080_0,1000067,80P/PetersHartley,80P,Peters-Hartley,,,,P,1.612724740769127,2945.821230422856,JFc
c00081_0,1000107,81P/Wild2,81P,Wild,,,4.0,P,1.5979686621707108,2342.4959699322517,JFc
c00082_0,1000031,82P/Gehrels3,82P,Gehrels,,,1.46,P,3.633314709187186,3079.196465144254,ETc
c00083_0,1000072,83D/Russell1,83D,Russell,,,,D,1.6115416269065401,2227.528168345855,JFc
c00084_0,1000033,84P/Giclas,84P,Giclas,,,1.8,P,1.8497786030338532,2543.260767899399,JFc
c00085_0,1000004,85P/Boethin,85P,Boethin,Y,,,P,1.134657452258941,4312.284311523384,JFc
c00086_0,1000108,86P/Wild3,86P,Wild,,,0.86,P,2.2825601742891357,2511.282456271656,JFc
c00087_0,1000010,87P/Bus,87P,Bus,,,0.56,P,2.1763286335394767,2379.447690663682,ETc
c00088_0,1000046,88P/Howell,88P,Howell,,,4.4,P,1.361810943617035,2003.1997040054612,JFc
c00089_0,1000073,89P/Russell2,89P,Russell,,,2.8,P,2.2205619139655317,2653.502004697989,JFc
c00090_0,1000029,90P/Gehrels1,90P,Gehrels,,,7.8,P,2.974897484109951,5460.5583800008035,JFc
c00091_0,1000074,91P/Russell3,91P,Russell,,,,P,2.6018905291201118,2803.181342591333,JFc
c00092_0,1000076,92P/Sanguin,92P,Sanguin,,,2.38,P,1.8254556588826218,4530.497323438979,JFc
c00093_0,1000060,93P/Lovas1,93P,Lovas,,,,P,1.7001501848542742,3358.9172572030047,JFc
c00094_0,1000075,94P/Russell4,94P,Russell,,,,P,2.240247337952757,2409.501330561277,ETc
c00096_0,1000061,96P/Machholz1,96P,Machholz,Y,,6.4,P,0.1237142045235532,1929.110840470932,JFC
c00097_0,1000128,97P/MetcalfBrewington,97P,Metcalf-Brewington,,,3.4,P,2.604021608446533,3840.055873389946,JFc
c00098_0,1000091,98P/Takamizawa,98P,Takamizawa,,,5.4,P,1.6733839699491642,2714.5538692642717,JFc
c00099_0,1000055,99P/Kowal1,99P,Kowal,,,10.2,P,4.743442561550082,5571.401438009192,JFc
c00100_0,1000040,100P/Hartley1,100P,Hartley,,,,P,2.010583373203595,2317.819398321106,JFc
c00101_0,1000011,101P/Chernykh,101P,Chernykh,,,5.6,P,2.3501639988312584,5082.212286095554,JFc
c00101_b,1002320,101P/ChernykhB,101P-B,Chernykh,,,,P,2.350527046947969,5101.690340643454,JFc
c00102_0,1000083,102P/Shoemaker1,102P,Shoemaker,,,3.2,P,1.968559313878646,2636.603183947276,JFc
c00103_0,1000041,103P/Hartley2,103P,Hartley,Y,,1.6,P,1.058677829859245,2360.898405736858,JFc
c00104_0,1000056,104P/Kowal2,104P,Kowal,Y,,2.0,P,1.179122444061068,2153.178367327846,JFc
c00105_0,1000086,105P/SingerBrewster,105P,Singer Brewster,,,2.2,P,2.0507025732677584,2362.550341506427,JFc
c00106_0,1000078,106P/Schuster,106P,Schuster,,,1.88,P,1.545698058285095,2660.986690438921,JFc
c00108_0,1000013,108P/Ciffreo,108P,Ciffreo,,,3.2,P,1.7088942505110292,2644.525545651311,JFc
c00109_0,1000140,109P/SwiftTuttle,109P,Swift-Tuttle,Y,,26.0,P,0.959516155068868,48681.193462623116,HTC
c00110_0,1000119,110P/Hartley3,110P,Hartley,,,4.3,P,2.480991153602377,2509.325553249138,JFc
c00111_0,1000118,111P/HelinRomanCrockett,111P,Helin-Roman-Crockett,,,1.2,P,3.704303387230362,3099.529109280249,ETc
c00112_0,1000113,112P/UrataNiijima,112P,Urata-Niijima,,,1.8,P,1.4645217358254468,2433.451847589778,JFc
c00113_0,1000146,113P/Spitaler,113P,Spitaler,,,2.2,P,2.118852249314715,2580.217853611642,JFc
c00114_0,1000114,114P/WisemanSkiff,114P,Wiseman-Skiff,,,1.56,P,1.5761611810117018,2437.315487130648,JFc
c00115_0,1000062,115P/Maury,115P,Maury,,,2.22,P,2.035129739134906,3203.393984870257,JFc
c00116_0,1000122,116P/Wild4,116P,Wild,,,,P,2.187099425460699,2376.128266120104,ETc
c00117_0,1000121,117P/HelinRomanAlu1,117P,Helin-Roman-Alu,,,9.0,P,3.0454597926152984,3018.6723048284334,JFc
c00118_0,1000150,118P/ShoemakerLevy4,118P,Shoemaker-Levy,,,4.8,P,1.9835519810071909,2356.785331241076,JFc
c00119_0,1000120,119P/ParkerHartley,119P,Parker-Hartley,,,,P,3.0386936039907937,3238.381704212039,JFc
c00120_0,1000116,120P/Mueller1,120P,Mueller,,,3.0,P,2.727559077565098,3074.305003006651,JFc
c00121_0,1000141,121P/ShoemakerHolt2,121P,Shoemaker-Holt,,,3.24,P,3.752301126901096,3600.1197895573073,JFc
c00122_0,1000156,122P/deVico,122P,de Vico,Y,,,P,0.6593373359243724,27155.131345333262,HTC
c00123_0,1000164,123P/WestHartley,123P,West-Hartley,,,,P,2.128911185517464,2769.6334266893623,JFc
c00124_0,1000142,124P/Mrkos,124P,Mrkos,,,,P,1.634897485719637,2198.930697321251,JFc
c00125_0,1000162,125P/Spacewatch,125P,Spacewatch,,,1.6,P,1.525189657208412,2018.435596412168,JFc
c00126_0,1000047,126P/IRAS,126P,IRAS,,,3.2,P,1.7178133671670457,4900.7741399625265,JFC
c00127_0,1000127,127P/HoltOlmstead,127P,Holt-Olmstead,,,,P,2.195723043641129,2333.923876513388,JFc
c00128_0,1003475,128P/ShoemakerHolt1,128P,Shoemaker-Holt,,,,P,3.054366808318201,3492.671541452782,JFc
c00128_a,1000285,128P/ShoemakerHolt1A,128P-A,Shoemaker-Holt,,,,P,3.0346208900068183,3553.575072325974,JFc
c00128_b,1000117,128P/ShoemakerHolt1B,128P-B,Shoemaker-Holt,,,4.6,P,3.047035099236322,3474.225609745049,JFc
c00129_0,1000180,129P/ShoemakerLevy3,129P,Shoemaker-Levy,,,,P,3.484827531381287,3110.1889610998965,ETc
c00130_0,1000134,130P/McNaughtHughes,130P,McNaught-Hughes,,,4.2,P,2.098371582762027,2430.257400997653,JFc
c00131_0,1000123,131P/Mueller2,131P,Mueller,,,,P,2.4192761261546543,2578.5922602982487,JFc
c00132_0,1000133,132P/HelinRomanAlu2,132P,Helin-Roman-Alu,,,,P,1.9079076203295258,3009.510869251678,JFc
c00134_0,1000058,134P/KowalVavrova,134P,Kowal-Vavrova,,,,P,2.571355337811251,5692.302930665652,JFc
c00135_0,1000138,135P/ShoemakerLevy8,135P,Shoemaker-Levy,,,3.8,P,2.72110391884955,2737.991550925276,JFc
c00136_0,1000124,136P/Mueller3,136P,Mueller,,,,P,2.963743702424902,3137.806046924934,JFc
c00137_0,1000126,137P/ShoemakerLevy2,137P,Shoemaker-Levy,,,5.8,P,1.9292885355460343,3503.828577084574,JFc
c00138_0,1000137,138P/ShoemakerLevy7,138P,Shoemaker-Levy,,,,P,1.7073021982266943,2524.398751946602,JFc
c00139_0,1000238,139P/VaisalaOterma,139P,Vaisala-Oterma,,,,P,3.402783732453025,3511.952569278189,JFc
c00140_0,1000006,140P/BowellSkiff,140P,Bowell-Skiff,,,,P,1.9718771742061698,5910.01024489894,JFc
c00141_0,1003394,141P/Machholz2,141P,Machholz,Y,,,P,0.7579491423980571,1916.441225304975,JFc
c00141_a,1000152,141P/Machholz2A,141P-A,Machholz,Y,,,P,0.752849878443384,1910.179057465624,JFc
c00141_d,1000279,141P/Machholz2D,141P-D,Machholz,Y,,,P,0.749005693539528,1906.2962230585392,JFc
c00142_0,1000160,142P/GeWang,142P,Ge-Wang,,,,P,2.4663358353056957,4017.5606255035573,JFc
c00143_0,1000057,143P/KowalMrkos,143P,Kowal-Mrkos,,,,P,2.542935514729631,3255.996506430073,JFc
c00144_0,1000148,144P/Kushida,144P,Kushida,,,,P,1.4389888791798138,2776.843549383508,JFc
c00145_0,1000135,145P/ShoemakerLevy5,145P,Shoemaker-Levy,,,,P,1.9016019794056809,3079.872707621128,JFc
c00146_0,1000311,146P/ShoemakerLINEAR,146P,Shoemaker-LINEAR,,,,P,1.42576921191251,2961.4606880124907,JFc
c00147_0,1000147,147P/KushidaMuramatsu,147P,Kushida-Muramatsu,,,0.42,P,2.756234142337997,2713.235072064494,ETc
