P,urn:nasa:pds:tno-centaur_diam-albedo-density:document:bundle_description::1.0
P,urn:nasa:pds:tno-centaur_diam-albedo-density:document:references::1.0
P,urn:nasa:pds:tno-centaur_diam-albedo-density:document:docinfo::1.0
